AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log
Dog,Dachshund Longhair Mix,Tricolor,Intact Male,Stray,Normal,3,730,1.3862943611198906
Cat,Domestic Shorthair Mix,Tortie/White,Intact Female,Stray,Nursing,36,14,3.6109179126442243
Dog,Queensland Heeler Mix,White/Brown Brindle,Intact Male,Stray,Normal,13,90,2.6390573296152584
Dog,Rottweiler Mix,Tricolor/Brown,Intact Male,Stray,Normal,5,60,1.791759469228055
Dog,Chihuahua Shorthair Mix,White/Brown,Intact Male,Stray,Normal,3,90,1.3862943611198906
Dog,Pit Bull Mix,Brown/White,Intact Male,Owner Surrender,Normal,118,730,4.77912349311153
Dog,Pit Bull Mix,Brown/White,Intact Male,Owner Surrender,Normal,293,730,5.683579767338681
Cat,Domestic Medium Hair Mix,Blue Tabby,Intact Female,Stray,Normal,33,30,3.5263605246161616
Dog,Pit Bull Mix,Blue/White,Intact Female,Owner Surrender,Normal,3,210,1.3862943611198906
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,62,3,4.143134726391533
Dog,Basenji Mix,Tan/White,Intact Male,Stray,Normal,105,365,4.663439094112067
Cat,Domestic Shorthair,Brown Tabby,Intact Male,Owner Surrender,Normal,3,180,1.3862943611198906
Cat,Domestic Shorthair Mix,Blue/White,Spayed Female,Stray,Normal,39,730,3.6888794541139363
Dog,Labrador Retriever Mix,White/Black,Intact Male,Stray,Normal,62,1,4.143134726391533
Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,16,180,2.833213344056216
Dog,Maltese,White,Intact Male,Public Assist,Normal,31,2555,3.4657359027997265
Dog,Manchester Terrier Mix,Black/Tan,Neutered Male,Stray,Normal,14,1095,2.70805020110221
Dog,Rottweiler/Pit Bull,Brown,Neutered Male,Owner Surrender,Normal,37,730,3.6375861597263857
Dog,Labrador Retriever Mix,Chocolate/White,Intact Male,Stray,Normal,3,120,1.3862943611198906
Dog,Chihuahua Shorthair,White/Red,Spayed Female,Owner Surrender,Normal,1,2920,0.6931471805599453
Dog,Boxer,Brown/Black,Intact Male,Stray,Normal,32,1460,3.4965075614664802
Dog,Australian Cattle Dog Mix,Tricolor,Intact Male,Stray,Normal,9,90,2.302585092994046
Cat,Domestic Shorthair Mix,Black/White,Intact Male,Owner Surrender,Normal,4,120,1.6094379124341003
Dog,Harrier Mix,Brown/Black,Neutered Male,Stray,Normal,338,3285,5.82600010738045
Dog,Harrier Mix,Brown/Black,Neutered Male,Stray,Normal,204,3285,5.3230099791384085
Dog,Great Pyrenees/Anatol Shepherd,Cream/Brown,Intact Female,Stray,Normal,6,1460,1.9459101490553132
Dog,Beagle Mix,White/Tan,Intact Male,Stray,Normal,4,210,1.6094379124341003
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,42,30,3.7612001156935624
Dog,Chihuahua Shorthair/Dachshund,Tan,Intact Male,Stray,Normal,4,210,1.6094379124341003
Dog,Chihuahua Shorthair,White,Intact Female,Owner Surrender,Normal,8,1095,2.1972245773362196
Dog,Labrador Retriever Mix,Tan/White,Intact Female,Stray,Normal,4,90,1.6094379124341003
Dog,Jack Russell Terrier Mix,White/Black,Spayed Female,Stray,Normal,79,2555,4.382026634673881
Dog,German Shepherd,Black/Brown,Intact Male,Stray,Normal,4,90,1.6094379124341003
Cat,Domestic Shorthair Mix,Blue Tabby,Intact Male,Stray,Normal,36,28,3.6109179126442243
Cat,Domestic Shorthair Mix,Calico,Intact Female,Owner Surrender,Normal,6,90,1.9459101490553132
Dog,Chihuahua Shorthair Mix,Red,Intact Male,Stray,Normal,25,1095,3.258096538021482
Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,4,365,1.6094379124341003
Dog,Pit Bull Mix,Fawn/White,Intact Male,Stray,Normal,338,365,5.82600010738045
Dog,Pit Bull Mix,Tan,Neutered Male,Owner Surrender,Normal,89,3285,4.499809670330265
Dog,Pit Bull Mix,Blue/White,Intact Male,Owner Surrender,Normal,48,7,3.8918202981106265
Dog,Finnish Spitz/Dachshund,Red,Intact Female,Stray,Normal,6,1095,1.9459101490553132
Dog,Siberian Husky,Red/White,Neutered Male,Stray,Normal,6,270,1.9459101490553132
Cat,Domestic Shorthair Mix,White,Neutered Male,Owner Surrender,Normal,12,365,2.5649493574615367
Dog,German Shepherd Mix,Brown/White,Intact Male,Stray,Normal,4,730,1.6094379124341003
Dog,Catahoula,Brown/White,Intact Male,Stray,Normal,5,120,1.791759469228055
Cat,Domestic Medium Hair Mix,Calico,Spayed Female,Owner Surrender,Normal,333,1460,5.811140992976701
Dog,Dachshund Longhair Mix,Black,Neutered Male,Owner Surrender,Normal,41,1825,3.7376696182833684
Dog,Chihuahua Shorthair Mix,White,Intact Male,Stray,Normal,7,1460,2.0794415416798357
Dog,Toy Poodle Mix,Black,Intact Male,Stray,Normal,70,3650,4.2626798770413155
Dog,Border Collie Mix,Tricolor,Neutered Male,Owner Surrender,Normal,31,2920,3.4657359027997265
Dog,Border Collie Mix,Black/White,Neutered Male,Stray,Normal,5,300,1.791759469228055
Dog,American Pit Bull Terrier,White/Brown,Intact Male,Stray,Normal,63,730,4.1588830833596715
Dog,Australian Cattle Dog,White/Black,Intact Female,Stray,Normal,7,365,2.0794415416798357
Dog,Great Dane/Mastiff,Black/White,Intact Male,Public Assist,Normal,160,730,5.081404364984463
Dog,American Pit Bull Terrier Mix,Brown,Intact Male,Stray,Normal,28,365,3.367295829986474
Dog,Glen Of Imaal/Ibizan Hound,Gray/Red,Neutered Male,Stray,Normal,9,1095,2.302585092994046
Dog,Pit Bull Mix,Blue,Spayed Female,Stray,Sick,28,1825,3.367295829986474
Cat,Domestic Longhair Mix,Black/White,Intact Male,Stray,Injured,20,120,3.044522437723423
Dog,Siberian Husky/Labrador Retriever,Tan,Intact Male,Stray,Normal,4,60,1.6094379124341003
Dog,Boxer,Brown Brindle,Intact Male,Owner Surrender,Normal,56,365,4.04305126783455
Dog,Miniature Schnauzer/Yorkshire Terrier,White,Intact Male,Stray,Normal,3,365,1.3862943611198906
Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,76,30,4.343805421853684
Dog,Queensland Heeler,Red/White,Neutered Male,Owner Surrender,Normal,3,365,1.3862943611198906
Dog,Australian Cattle Dog/Labrador Retriever,Tan/White,Intact Female,Stray,Normal,32,300,3.4965075614664802
Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,157,3650,5.062595033026967
Dog,Pit Bull Mix,Black Brindle/White,Intact Female,Stray,Normal,4,90,1.6094379124341003
Dog,Beagle Mix,Tan,Spayed Female,Owner Surrender,Normal,143,1460,4.969813299576001
Dog,Beagle Mix,Tan,Spayed Female,Owner Surrender,Normal,163,1460,5.099866427824199
Dog,Miniature Poodle Mix,Buff,Intact Female,Stray,Normal,3,1460,1.3862943611198906
Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,46,21,3.8501476017100584
Dog,Australian Cattle Dog Mix,White/Black,Intact Female,Stray,Nursing,26,730,3.295836866004329
Dog,Cairn Terrier,Tan,Intact Female,Stray,Normal,7,730,2.0794415416798357
Cat,Domestic Shorthair Mix,Chocolate,Intact Female,Stray,Normal,4,240,1.6094379124341003
Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Stray,Normal,18,730,2.9444389791664403
Dog,Australian Cattle Dog Mix,White/Brown,Intact Female,Stray,Injured,63,60,4.1588830833596715
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Owner Surrender,Normal,74,28,4.31748811353631
Dog,Border Collie Mix,White/Black,Spayed Female,Owner Surrender,Normal,1,60,0.6931471805599453
Dog,Dachshund Wirehair/Toy Poodle,Black,Intact Female,Stray,Normal,4,30,1.6094379124341003
Dog,Dachshund Wirehair/Toy Poodle,Black,Intact Female,Stray,Normal,7,30,2.0794415416798357
Cat,Domestic Shorthair,Brown Tabby/White,Intact Female,Stray,Normal,57,30,4.060443010546419
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,56,30,4.04305126783455
Cat,Domestic Shorthair,Cream Tabby/White,Intact Male,Abandoned,Normal,73,730,4.30406509320417
Dog,Doberman Pinsch Mix,Black/White,Intact Female,Stray,Normal,35,120,3.58351893845611
Dog,Doberman Pinsch Mix,Black/White,Intact Female,Stray,Normal,11,120,2.4849066497880004
Dog,Dachshund Mix,Black,Intact Male,Stray,Normal,4,270,1.6094379124341003
Cat,Domestic Medium Hair Mix,Tortie,Intact Female,Stray,Normal,6,60,1.9459101490553132
Dog,Dachshund/Manchester Terrier,White,Intact Male,Stray,Nursing,61,4,4.127134385045092
Dog,Collie Rough Mix,Tan/White,Spayed Female,Owner Surrender,Normal,127,730,4.852030263919617
Dog,Pit Bull Mix,White/Tan,Intact Male,Stray,Normal,49,730,3.912023005428146
Dog,Pit Bull Mix,White/Tan,Intact Male,Stray,Normal,73,730,4.30406509320417
Cat,Domestic Shorthair,Orange Tabby,Intact Male,Stray,Normal,30,30,3.4339872044851463
Dog,Shih Tzu Mix,White/Black,Intact Female,Stray,Normal,5,1095,1.791759469228055
Dog,Great Pyrenees Mix,White,Intact Male,Stray,Normal,4,1825,1.6094379124341003
Dog,German Shepherd Mix,Tan/Black,Intact Male,Stray,Normal,20,365,3.044522437723423
Cat,Domestic Longhair Mix,Black Smoke,Intact Female,Owner Surrender,Normal,1,30,0.6931471805599453
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Stray,Normal,7,60,2.0794415416798357
Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Stray,Normal,20,730,3.044522437723423
Cat,Domestic Longhair Mix,Tortie/Blue Cream,Intact Female,Stray,Normal,35,28,3.58351893845611
Dog,Basenji Mix,Red,Intact Female,Stray,Normal,16,365,2.833213344056216
Dog,Dachshund Mix,Sable/White,Intact Male,Stray,Normal,25,28,3.258096538021482
Dog,Chihuahua Shorthair Mix,Tan,Spayed Female,Stray,Normal,5,365,1.791759469228055
Dog,Pit Bull Mix,Red/White,Intact Female,Stray,Normal,8,240,2.1972245773362196
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Owner Surrender,Nursing,225,28,5.420534999272286
Other,Rabbit Sh Mix,White/Black,Intact Male,Owner Surrender,Normal,20,730,3.044522437723423
Cat,Domestic Shorthair,Brown Tabby,Neutered Male,Owner Surrender,Normal,16,240,2.833213344056216
Dog,Chihuahua Longhair Mix,White/Brown,Intact Female,Stray,Normal,4,365,1.6094379124341003
Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,89,60,4.499809670330265
Dog,Labrador Retriever Mix,Cream/White,Intact Female,Stray,Normal,4,180,1.6094379124341003
Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,8,365,2.1972245773362196
Dog,Labrador Retriever Mix,Black Brindle/White,Neutered Male,Owner Surrender,Normal,205,2190,5.327876168789581
Dog,Pit Bull,White/Brown,Intact Male,Stray,Injured,154,365,5.043425116919247
Other,Lionhead,Gray/Gray,Neutered Male,Owner Surrender,Normal,15,365,2.772588722239781
Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,75,30,4.330733340286331
Dog,German Shepherd Mix,White,Intact Male,Stray,Normal,166,730,5.117993812416755
Dog,German Shepherd Mix,White,Intact Male,Stray,Normal,6,730,1.9459101490553132
Dog,Golden Retriever Mix,Red/White,Neutered Male,Stray,Normal,3,365,1.3862943611198906
Cat,Domestic Shorthair,Cream Tabby,Intact Female,Owner Surrender,Normal,3,30,1.3862943611198906
Bird,Chicken,White,Unknown,Stray,Normal,26,30,3.295836866004329
Dog,Blue Lacy Mix,Blue/White,Intact Female,Stray,Normal,23,150,3.1780538303479458
Dog,Blue Lacy Mix,Blue/White,Intact Female,Stray,Normal,3,150,1.3862943611198906
Dog,Blue Lacy Mix,Blue/White,Intact Female,Stray,Normal,190,150,5.25227342804663
Dog,Labrador Retriever/Staffordshire,White/Brown Brindle,Intact Female,Stray,Normal,4,60,1.6094379124341003
Dog,Golden Retriever Mix,Buff/White,Neutered Male,Owner Surrender,Normal,335,1460,5.817111159963204
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Pregnant,13,365,2.6390573296152584
Dog,Anatol Shepherd Mix,Cream,Spayed Female,Owner Surrender,Normal,7,365,2.0794415416798357
Dog,Anatol Shepherd Mix,Cream,Spayed Female,Owner Surrender,Normal,24,365,3.2188758248682006
Dog,Anatol Shepherd Mix,Cream,Spayed Female,Owner Surrender,Normal,18,365,2.9444389791664403
Dog,Queensland Heeler,Blue Tick/Tan,Neutered Male,Stray,Normal,7,1095,2.0794415416798357
Dog,Queensland Heeler,Blue Tick/Tan,Neutered Male,Stray,Normal,30,1095,3.4339872044851463
Dog,German Shepherd,White,Intact Male,Stray,Normal,5,730,1.791759469228055
Dog,Boxer Mix,Tan,Intact Female,Stray,Normal,4,60,1.6094379124341003
Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Female,Stray,Normal,17,30,2.8903717578961645
Cat,Burmese,Sable,Neutered Male,Owner Surrender,Normal,39,4380,3.6888794541139363
Dog,Basenji Mix,Tan,Intact Female,Stray,Normal,11,730,2.4849066497880004
Dog,Labrador Retriever Mix,Red,Unknown,Owner Surrender,Normal,1,90,0.6931471805599453
Dog,Chihuahua Shorthair,Black/Tricolor,Intact Male,Stray,Normal,4,1825,1.6094379124341003
Dog,Tibetan Spaniel Mix,Brown/Black,Intact Male,Stray,Normal,5,1095,1.791759469228055
Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,1,4015,0.6931471805599453
Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,45,4015,3.828641396489095
Dog,Australian Cattle Dog Mix,Tricolor,Intact Female,Stray,Normal,2,60,1.0986122886681098
Cat,Domestic Shorthair Mix,Blue Tabby/White,Intact Male,Stray,Normal,78,30,4.3694478524670215
Dog,Great Pyrenees Mix,White,Intact Male,Stray,Normal,32,210,3.4965075614664802
Dog,Catahoula/Siberian Husky,Blue Merle/White,Intact Male,Owner Surrender,Normal,2,300,1.0986122886681098
Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Sick,73,28,4.30406509320417
Dog,Chihuahua Shorthair,Black,Intact Female,Owner Surrender,Normal,8,730,2.1972245773362196
Dog,Black Mouth Cur Mix,Brown,Neutered Male,Owner Surrender,Normal,3,730,1.3862943611198906
Dog,Wire Hair Fox Terrier,Black/White,Intact Male,Stray,Normal,13,150,2.6390573296152584
Dog,Pointer Mix,White/Fawn,Intact Male,Stray,Normal,33,365,3.5263605246161616
Dog,German Shepherd Mix,Black/Brown,Intact Male,Owner Surrender,Injured,110,150,4.709530201312334
Dog,Pit Bull Mix,Red/White,Spayed Female,Owner Surrender,Normal,10,2190,2.3978952727983707
Dog,Vizsla/German Shepherd,Brown,Intact Female,Stray,Normal,4,120,1.6094379124341003
Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,48,120,3.8918202981106265
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,67,14,4.219507705176107
Cat,Siamese Mix,Lynx Point,Intact Female,Stray,Normal,144,270,4.976733742420574
Cat,Domestic Shorthair Mix,Cream/White,Intact Female,Stray,Normal,75,730,4.330733340286331
Dog,German Shepherd,Tan/Black,Spayed Female,Stray,Normal,4,1460,1.6094379124341003
Cat,Domestic Shorthair,Tortie/Gold,Intact Female,Stray,Normal,101,21,4.624972813284271
Dog,Border Collie,Black/White,Intact Male,Stray,Normal,5,365,1.791759469228055
Dog,Pit Bull Mix,Red,Intact Female,Stray,Injured,47,365,3.871201010907891
Dog,Chihuahua Longhair Mix,Red/White,Intact Male,Owner Surrender,Normal,2,365,1.0986122886681098
Dog,Dachshund/Chihuahua Shorthair,Black/Fawn,Intact Female,Owner Surrender,Normal,36,730,3.6109179126442243
Dog,Chihuahua Shorthair/Jack Russell Terrier,Tan/White,Intact Male,Owner Surrender,Normal,9,365,2.302585092994046
Dog,German Shepherd,Black/Tan,Intact Male,Stray,Normal,9,330,2.302585092994046
Dog,German Shepherd Mix,Brown/Tan,Intact Female,Stray,Normal,261,150,5.568344503761097
Dog,Labrador Retriever Mix,Red/White,Intact Female,Stray,Normal,5,30,1.791759469228055
Cat,Domestic Shorthair,Tortie,Intact Female,Stray,Normal,36,21,3.6109179126442243
Dog,Black Mouth Cur Mix,Tan,Spayed Female,Owner Surrender,Normal,2,730,1.0986122886681098
Dog,Black Mouth Cur Mix,Tan,Spayed Female,Owner Surrender,Normal,36,730,3.6109179126442243
Dog,Pit Bull Mix,White/Tan,Intact Male,Stray,Normal,223,365,5.4116460518550396
Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Stray,Sick,30,180,3.4339872044851463
Dog,Pit Bull Mix,Fawn,Spayed Female,Owner Surrender,Normal,50,2555,3.9318256327243257
Dog,Pit Bull Mix,White/Red,Intact Female,Stray,Normal,145,1460,4.983606621708336
Cat,Abyssinian Mix,Brown Tabby/Agouti,Spayed Female,Stray,Normal,168,4745,5.1298987149230735
Dog,Dachshund Mix,Brown,Spayed Female,Stray,Normal,10,730,2.3978952727983707
Dog,Chihuahua Shorthair Mix,Brown,Neutered Male,Stray,Normal,6,365,1.9459101490553132
Dog,Chihuahua Shorthair Mix,Brown,Neutered Male,Stray,Normal,29,365,3.4011973816621555
Cat,Domestic Shorthair Mix,Blue,Intact Female,Stray,Normal,4,180,1.6094379124341003
Dog,Australian Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,24,180,3.2188758248682006
Dog,Pit Bull Mix,White/Blue,Intact Male,Stray,Normal,13,210,2.6390573296152584
Dog,English Bulldog,White/Brown,Neutered Male,Owner Surrender,Normal,2,730,1.0986122886681098
Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Stray,Normal,4,1095,1.6094379124341003
Dog,Flat Coat Retriever Mix,Black/White,Neutered Male,Stray,Normal,8,730,2.1972245773362196
Dog,Bernese Mountain Dog Mix,Black/Brown,Intact Female,Stray,Normal,4,30,1.6094379124341003
Dog,Black/Tan Hound Mix,Black/Tan,Intact Male,Owner Surrender,Normal,2,365,1.0986122886681098
Cat,Domestic Medium Hair Mix,Black,Intact Male,Stray,Normal,255,21,5.545177444479562
Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,43,60,3.784189633918261
Dog,Australian Kelpie,Yellow,Neutered Male,Stray,Normal,9,1825,2.302585092994046
Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,30,60,3.4339872044851463
Dog,German Shepherd Mix,Brown,Spayed Female,Owner Surrender,Normal,42,4380,3.7612001156935624
Dog,Yorkshire Terrier Mix,Black/Tan,Intact Female,Stray,Normal,5,150,1.791759469228055
Dog,Golden Retriever Mix,Brown,Intact Male,Owner Surrender,Normal,25,28,3.258096538021482
Dog,Pit Bull Mix,Black,Intact Male,Stray,Normal,20,30,3.044522437723423
Dog,Chihuahua Shorthair Mix,Black/White,Intact Female,Stray,Normal,5,1460,1.791759469228055
Dog,Golden Retriever/Bearded Collie,Red/White,Spayed Female,Stray,Normal,5,330,1.791759469228055
Dog,Chihuahua Shorthair Mix,Tricolor,Spayed Female,Stray,Normal,25,2920,3.258096538021482
Dog,Great Dane Mix,Brown Brindle,Intact Female,Stray,Normal,4,30,1.6094379124341003
Dog,Miniature Schnauzer,Tan/White,Intact Male,Stray,Normal,4,210,1.6094379124341003
Dog,Dachshund Mix,Red,Intact Female,Stray,Normal,61,730,4.127134385045092
Dog,German Shepherd Mix,Sable,Spayed Female,Owner Surrender,Sick,142,2920,4.962844630259907
Dog,Pit Bull Mix,Red/White,Intact Male,Stray,Normal,4,60,1.6094379124341003
Dog,Belgian Malinois Mix,Black/Brown,Intact Female,Owner Surrender,Normal,2,1095,1.0986122886681098
Dog,Dachshund,Tan/White,Intact Female,Stray,Normal,13,730,2.6390573296152584
Dog,Labrador Retriever/Beagle,Brown,Neutered Male,Stray,Normal,10,1460,2.3978952727983707
Dog,Black/Tan Hound Mix,Brown/Black,Neutered Male,Owner Surrender,Normal,10,365,2.3978952727983707
Dog,Labrador Retriever/Labrador Retriever,Black/White,Spayed Female,Owner Surrender,Normal,1,365,0.6931471805599453
Dog,Labrador Retriever Mix,Black,Intact Female,Owner Surrender,Normal,57,730,4.060443010546419
Dog,Pointer Mix,White/Black,Spayed Female,Owner Surrender,Normal,65,270,4.189654742026425
Dog,Dachshund,Red,Intact Male,Stray,Normal,6,1460,1.9459101490553132
Cat,Domestic Medium Hair,Blue/White,Intact Male,Owner Surrender,Normal,24,60,3.2188758248682006
Dog,Basset Hound,Brown/White,Neutered Male,Owner Surrender,Normal,2,2555,1.0986122886681098
Dog,Standard Poodle,Tan,Neutered Male,Owner Surrender,Normal,2,3285,1.0986122886681098
Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Injured,21,30,3.091042453358316
Cat,Domestic Shorthair,Buff/White,Intact Male,Public Assist,Normal,48,1460,3.8918202981106265
Dog,Chihuahua Shorthair,Black/White,Spayed Female,Owner Surrender,Normal,27,1095,3.332204510175204
Cat,Domestic Shorthair Mix,Brown Tabby/White,Spayed Female,Owner Surrender,Normal,26,1095,3.295836866004329
Cat,American Shorthair Mix,Black/Black,Intact Female,Owner Surrender,Normal,14,365,2.70805020110221
Cat,American Shorthair Mix,Black/Black,Intact Female,Owner Surrender,Normal,46,365,3.8501476017100584
Dog,German Shepherd Mix,Sable,Spayed Female,Owner Surrender,Normal,12,1095,2.5649493574615367
Dog,Dachshund/Pit Bull,Brown/White,Intact Female,Stray,Normal,5,365,1.791759469228055
Cat,Domestic Shorthair Mix,Blue/White,Intact Male,Stray,Normal,46,28,3.8501476017100584
Dog,Queensland Heeler Mix,White/Black,Intact Male,Owner Surrender,Normal,3,180,1.3862943611198906
Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Stray,Normal,10,1460,2.3978952727983707
Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Stray,Normal,76,1460,4.343805421853684
Dog,Cardigan Welsh Corgi Mix,Tricolor,Intact Male,Stray,Normal,5,730,1.791759469228055
Dog,Pointer Mix,White/Black,Spayed Female,Owner Surrender,Normal,80,240,4.394449154672439
Cat,Domestic Shorthair Mix,Tortie,Spayed Female,Owner Surrender,Normal,7,730,2.0794415416798357
Dog,Labrador Retriever Mix,Brown,Intact Male,Stray,Normal,25,180,3.258096538021482
Dog,Labrador Retriever Mix,Brown/White,Intact Male,Public Assist,Normal,63,1095,4.1588830833596715
