AnimalType,Color,Sex,IntakeType,IntakeCondition,TimeInShelterDays,AgeInDays,TimeInShelterDays_log,AgeGroup,breed_type,Breed_grouped,Color_grouped
Dog,Tricolor,Neutered Male,Stray,Normal,11,365,2.4849066497880004,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Tricolor
Dog,Black/White,Intact Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Brown Tabby/White,Intact Female,Stray,Nursing,43,14,3.784189633918261,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tan,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Other,Bicolor
Cat,Lynx Point,Intact Male,Stray,Normal,15,730,2.772588722239781,Adulto joven (1-3a),mix,Siamese Mix,Bicolor
Dog,Brown/Black,Intact Male,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,4,330,1.6094379124341005,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Brown,Intact Female,Stray,Normal,17,730,2.8903717578961645,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Brown,Intact Female,Stray,Normal,39,730,3.688879454113936,Adulto joven (1-3a),mix,Other,Monocolor
Cat,White/Blue Tabby,Intact Male,Abandoned,Normal,91,28,4.5217885770490405,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Yellow,Spayed Female,Owner Surrender,Normal,3,1095,1.3862943611198906,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Black Tabby,Intact Male,Stray,Normal,38,35,3.6635616461296463,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby/White,Intact Male,Owner Surrender,Nursing,65,7,4.189654742026425,Cachorro (<6m),purebred,Other,Bicolor
Dog,Brown,Intact Male,Stray,Normal,19,730,2.995732273553991,Adulto joven (1-3a),mix,Other,Monocolor
Cat,Black,Intact Male,Stray,Normal,28,30,3.367295829986474,Cachorro (<6m),mix,Other,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Normal,23,28,3.1780538303479458,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Yellow,Intact Male,Public Assist,Normal,71,4745,4.276666119016055,Senior (>7a),purebred,Labrador Retriever,Bicolor
Cat,Tortie,Intact Female,Stray,Normal,3,150,1.3862943611198906,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Blue/White,Intact Female,Stray,Normal,9,120,2.302585092994046,Cachorro (<6m),mix,Pit Bull Mix,Bicolor
Dog,Black/White,Intact Male,Owner Surrender,Normal,20,365,3.044522437723423,Joven (6m-1a),mix,Other,Bicolor
Dog,Brown/White,Intact Male,Stray,Normal,13,120,2.6390573296152584,Cachorro (<6m),mix,Other,Bicolor
Dog,Black,Spayed Female,Owner Surrender,Normal,142,4380,4.962844630259907,Senior (>7a),purebred,Other,Bicolor
Cat,Calico,Intact Female,Stray,Normal,9,150,2.302585092994046,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Monocolor
Dog,Brown/Black,Intact Male,Stray,Normal,4,1095,1.6094379124341005,Adulto joven (1-3a),mix,German Shepherd Mix,Bicolor
Dog,Red/White,Intact Female,Stray,Normal,16,730,2.833213344056216,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Blue,Spayed Female,Stray,Normal,9,365,2.302585092994046,Joven (6m-1a),mix,Other,Monocolor
Dog,Red,Spayed Female,Owner Surrender,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Red,Spayed Female,Owner Surrender,Normal,35,365,3.58351893845611,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Blue Tabby,Spayed Female,Owner Surrender,Normal,18,365,2.9444389791664403,Joven (6m-1a),purebred,Domestic Shorthair,Bicolor
Dog,Tricolor,Intact Female,Stray,Normal,6,365,1.9459101490553128,Joven (6m-1a),mix,Pointer Mix,Bicolor
Cat,Black/White,Neutered Male,Stray,Normal,340,2190,5.831882477283517,Adulto (3-7a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown/White,Spayed Female,Stray,Normal,8,365,2.19722457733622,Joven (6m-1a),mix,Other,Monocolor
Dog,Brown Brindle/White,Intact Female,Stray,Nursing,191,730,5.2574953720277815,Adulto joven (1-3a),purebred,Pit Bull,Bicolor
Cat,Black/White,Neutered Male,Owner Surrender,Normal,32,2920,3.49650756146648,Senior (>7a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Brown,Neutered Male,Stray,Normal,7,1460,2.079441541679836,Adulto (3-7a),mix,German Shepherd Mix,Bicolor
Dog,White/Brown,Intact Male,Stray,Normal,93,1095,4.543294782270004,Adulto joven (1-3a),mix,Catahoula Mix,Bicolor
Dog,Sable/Tan,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Siberian Husky Mix,Bicolor
Dog,Black,Intact Male,Stray,Normal,44,365,3.80666248977032,Joven (6m-1a),mix,Labrador Retriever Mix,Bicolor
Dog,Blue Merle/White,Neutered Male,Owner Surrender,Normal,6,2920,1.9459101490553128,Senior (>7a),mix,Catahoula Mix,Bicolor
Dog,Black/White,Intact Male,Owner Surrender,Normal,6,120,1.9459101490553128,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,10,3285,2.3978952727983707,Senior (>7a),mix,Pit Bull Mix,Monocolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,221,3285,5.402677381872279,Senior (>7a),mix,Pit Bull Mix,Bicolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,76,3285,4.343805421853684,Senior (>7a),mix,Pit Bull Mix,Monocolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,208,3285,5.342334251964811,Senior (>7a),mix,Pit Bull Mix,Bicolor
Dog,Black/Brown,Spayed Female,Owner Surrender,Normal,6,2920,1.9459101490553128,Senior (>7a),mix,Other,Bicolor
Dog,Gray/White,Intact Male,Stray,Normal,15,730,2.772588722239781,Adulto joven (1-3a),mix,Other,Bicolor
Dog,White/Chocolate,Intact Male,Stray,Normal,112,330,4.727387818712341,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Cat,Torbie,Spayed Female,Owner Surrender,Normal,7,240,2.079441541679836,Joven (6m-1a),purebred,Domestic Shorthair Mix,Monocolor
Cat,White/Black,Intact Female,Stray,Normal,5,60,1.791759469228055,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown,Intact Male,Stray,Normal,9,180,2.302585092994046,Cachorro (<6m),mix,German Shepherd Mix,Bicolor
Dog,Red/Black,Intact Female,Stray,Normal,7,365,2.079441541679836,Joven (6m-1a),purebred,Other,Bicolor
Cat,Calico,Intact Female,Owner Surrender,Normal,11,120,2.4849066497880004,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Tricolor,Intact Male,Stray,Nursing,3,30,1.3862943611198906,Cachorro (<6m),purebred,Other,Monocolor
Dog,White/Brown,Intact Female,Stray,Normal,118,365,4.77912349311153,Joven (6m-1a),purebred,Other,Bicolor
Dog,Black Brindle,Intact Female,Stray,Normal,8,30,2.19722457733622,Cachorro (<6m),mix,Boxer Mix,Monocolor
Dog,Black/White,Intact Male,Stray,Normal,16,300,2.833213344056216,Joven (6m-1a),purebred,Other,Bicolor
Dog,Black/Tan,Intact Female,Owner Surrender,Normal,68,1095,4.23410650459726,Adulto joven (1-3a),purebred,Other,Tricolor
Cat,Blue/White,Intact Female,Owner Surrender,Normal,4,30,1.6094379124341005,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Cat,Cream Tabby,Intact Female,Public Assist,Normal,6,60,1.9459101490553128,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby,Intact Female,Owner Surrender,Normal,3,365,1.3862943611198906,Joven (6m-1a),purebred,Domestic Medium Hair Mix,Bicolor
Dog,White/Black,Intact Male,Stray,Normal,74,365,4.31748811353631,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Black/White,Spayed Female,Stray,Normal,127,365,4.852030263919617,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Brown/White,Intact Male,Stray,Normal,5,1460,1.791759469228055,Adulto (3-7a),purebred,Chihuahua Shorthair,Bicolor
Cat,Black/White,Intact Female,Stray,Normal,63,28,4.158883083359672,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tricolor,Intact Male,Owner Surrender,Normal,49,14,3.912023005428146,Cachorro (<6m),mix,Labrador Retriever Mix,Bicolor
Dog,Black,Intact Female,Owner Surrender,Normal,77,2190,4.356708826689592,Adulto (3-7a),mix,Other,Bicolor
Cat,Blue Tabby,Intact Male,Stray,Normal,9,30,2.302585092994046,Cachorro (<6m),purebred,Domestic Shorthair,Monocolor
Dog,Tan/White,Intact Female,Owner Surrender,Normal,245,1095,5.5053315359323625,Adulto joven (1-3a),mix,Chihuahua Shorthair Mix,Bicolor
Cat,White/Orange Tabby,Intact Male,Owner Surrender,Normal,2,90,1.0986122886681098,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Blue Tabby/White,Intact Female,Owner Surrender,Normal,7,60,2.079441541679836,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Fawn/White,Neutered Male,Owner Surrender,Normal,48,1095,3.8918202981106265,Adulto joven (1-3a),mix,Other,Bicolor
Cat,Orange Tabby/White,Intact Female,Stray,Normal,9,300,2.302585092994046,Joven (6m-1a),purebred,Domestic Shorthair,Bicolor
Dog,Tan,Neutered Male,Stray,Normal,7,330,2.079441541679836,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Seal Point,Intact Male,Stray,Normal,25,120,3.258096538021482,Cachorro (<6m),mix,Siamese Mix,Bicolor
Dog,Brown/Black,Intact Female,Stray,Normal,33,1095,3.5263605246161616,Adulto joven (1-3a),mix,Other,Bicolor
Dog,White,Intact Male,Stray,Normal,4,60,1.6094379124341005,Cachorro (<6m),mix,Pit Bull Mix,Monocolor
Dog,Brown/White,Neutered Male,Owner Surrender,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Other,Bicolor
Cat,Calico,Intact Female,Stray,Nursing,64,1,4.174387269895637,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby,Intact Female,Stray,Normal,24,60,3.218875824868201,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Dog,Black/Brown,Intact Male,Stray,Normal,5,270,1.791759469228055,Joven (6m-1a),mix,Other,Bicolor
Dog,Tan/White,Intact Female,Owner Surrender,Normal,2,730,1.0986122886681098,Adulto joven (1-3a),mix,Labrador Retriever Mix,Bicolor
Dog,Black,Intact Female,Stray,Normal,15,730,2.772588722239781,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Orange Tabby,Intact Female,Stray,Normal,4,150,1.6094379124341005,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Blue/Tan,Intact Female,Stray,Normal,10,1095,2.3978952727983707,Adulto joven (1-3a),purebred,Other,Bicolor
Cat,Brown Tabby,Intact Female,Owner Surrender,Normal,20,240,3.044522437723423,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/Tan,Intact Male,Stray,Normal,5,90,1.791759469228055,Cachorro (<6m),purebred,Other,Monocolor
Dog,Tricolor/White,Intact Female,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Other,Tricolor
Dog,Tan/Black,Intact Female,Owner Surrender,Normal,8,30,2.19722457733622,Cachorro (<6m),mix,Other,Bicolor
Dog,Tan/White,Intact Male,Owner Surrender,Normal,361,30,5.891644211825772,Cachorro (<6m),mix,Beagle Mix,Bicolor
Dog,Tan/White,Intact Male,Owner Surrender,Normal,2,30,1.0986122886681098,Cachorro (<6m),mix,Beagle Mix,Bicolor
Dog,Tan/White,Intact Female,Stray,Normal,112,365,4.727387818712341,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,266,365,5.58724865840025,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,Tan/Black,Spayed Female,Owner Surrender,Normal,46,730,3.8501476017100575,Adulto joven (1-3a),mix,Other,Tricolor
Dog,Black/White,Intact Female,Owner Surrender,Normal,170,1460,5.14166355650266,Adulto (3-7a),purebred,Pit Bull,Bicolor
Cat,Tortie,Intact Female,Stray,Normal,78,0,4.3694478524670215,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Brown Tabby/White,Intact Female,Stray,Normal,36,30,3.610917912644224,Cachorro (<6m),purebred,Other,Monocolor
Dog,White/Blue,Spayed Female,Stray,Normal,19,730,2.995732273553991,Adulto joven (1-3a),purebred,Pit Bull,Bicolor
Cat,Orange Tabby,Intact Male,Stray,Normal,39,30,3.688879454113936,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Monocolor
Dog,Black,Intact Male,Owner Surrender,Normal,1,30,0.6931471805599453,Cachorro (<6m),purebred,Other,Bicolor
Dog,Blue/White,Intact Female,Stray,Normal,13,300,2.6390573296152584,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,Orange Tabby,Neutered Male,Stray,Normal,8,1825,2.19722457733622,Adulto (3-7a),purebred,Domestic Shorthair Mix,Monocolor
Cat,Blue Tabby,Intact Male,Stray,Normal,51,14,3.951243718581428,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown/White,Intact Female,Stray,Normal,14,270,2.70805020110221,Joven (6m-1a),mix,Australian Cattle Dog Mix,Bicolor
Dog,Red/Black,Intact Male,Owner Surrender,Normal,2,120,1.0986122886681098,Cachorro (<6m),purebred,Chihuahua Shorthair,Bicolor
Cat,Orange Tabby/White,Intact Female,Stray,Normal,33,30,3.5263605246161616,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Blue,Intact Male,Stray,Injured,7,730,2.079441541679836,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Brown/Black,Neutered Male,Stray,Normal,140,2920,4.948759890378168,Senior (>7a),mix,Other,Monocolor
Dog,Black/Tricolor,Neutered Male,Owner Surrender,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),mix,Dachshund Mix,Monocolor
Cat,Brown Tabby/White,Intact Female,Owner Surrender,Normal,10,30,2.3978952727983707,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,White/Cream,Intact Male,Stray,Normal,57,28,4.060443010546419,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Blue/White,Spayed Female,Stray,Normal,21,2190,3.091042453358316,Adulto (3-7a),mix,Pit Bull Mix,Monocolor
Dog,Blue/White,Spayed Female,Stray,Normal,128,2190,4.859812404361672,Adulto (3-7a),mix,Pit Bull Mix,Monocolor
Dog,Blue/White,Spayed Female,Stray,Normal,97,2190,4.584967478670572,Adulto (3-7a),mix,Pit Bull Mix,Monocolor
Dog,Blue/White,Spayed Female,Stray,Normal,326,2190,5.7899601708972535,Adulto (3-7a),mix,Pit Bull Mix,Tricolor
Dog,White/Tan,Intact Male,Abandoned,Normal,56,365,4.04305126783455,Joven (6m-1a),mix,Other,Bicolor
Cat,Seal Point,Intact Male,Stray,Normal,5,30,1.791759469228055,Cachorro (<6m),purebred,Domestic Medium Hair Mix,Bicolor
Dog,Cream/White,Intact Female,Stray,Normal,17,30,2.8903717578961645,Cachorro (<6m),purebred,Other,Bicolor
Dog,Tan/Black,Intact Male,Stray,Normal,40,180,3.713572066704308,Cachorro (<6m),mix,German Shepherd Mix,Bicolor
Cat,Blue Tabby/White,Intact Female,Stray,Normal,237,30,5.472270673671475,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Orange Tabby,Intact Female,Owner Surrender,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Monocolor
Dog,Brown Brindle/White,Intact Female,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),mix,Other,Bicolor
Cat,Brown Tabby/White,Intact Male,Stray,Normal,15,90,2.772588722239781,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Cat,Torbie,Intact Female,Owner Surrender,Normal,5,730,1.791759469228055,Adulto joven (1-3a),purebred,Domestic Shorthair Mix,Bicolor
Dog,White/Red Tick,Intact Male,Stray,Normal,23,30,3.1780538303479458,Cachorro (<6m),mix,Australian Cattle Dog Mix,Bicolor
Cat,Calico,Spayed Female,Owner Surrender,Normal,16,1095,2.833213344056216,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Silver/Brown,Neutered Male,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),purebred,Other,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,3,60,1.3862943611198906,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Cat,Black,Intact Female,Stray,Injured,14,60,2.70805020110221,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Tricolor,Spayed Female,Owner Surrender,Normal,3,365,1.3862943611198906,Joven (6m-1a),purebred,Other,Monocolor
Dog,Tan/White,Intact Female,Stray,Normal,4,365,1.6094379124341005,Joven (6m-1a),mix,Other,Bicolor
Dog,White/Black,Spayed Female,Stray,Normal,5,730,1.791759469228055,Adulto joven (1-3a),purebred,Other,Bicolor
Dog,Black/Tan,Intact Female,Stray,Normal,21,60,3.091042453358316,Cachorro (<6m),mix,Other,Bicolor
Dog,Tan/White,Intact Female,Stray,Normal,102,30,4.634728988229636,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Bicolor
Dog,White/Black,Intact Male,Owner Surrender,Normal,37,30,3.6375861597263857,Cachorro (<6m),purebred,Other,Bicolor
Dog,Black/Tan,Intact Female,Public Assist,Normal,33,210,3.5263605246161616,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Dog,Black/White,Intact Female,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),purebred,Other,Monocolor
Cat,Black,Intact Male,Stray,Normal,36,21,3.610917912644224,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Cream/White,Intact Female,Stray,Normal,6,60,1.9459101490553128,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Bicolor
Cat,Blue Tabby,Neutered Male,Owner Surrender,Normal,2,60,1.0986122886681098,Cachorro (<6m),purebred,Domestic Medium Hair,Monocolor
Dog,Tan/White,Intact Male,Stray,Normal,5,365,1.791759469228055,Joven (6m-1a),purebred,Other,Bicolor
Dog,Tan/Black,Intact Female,Owner Surrender,Normal,2,30,1.0986122886681098,Cachorro (<6m),purebred,Other,Monocolor
Cat,Flame Point,Neutered Male,Stray,Normal,5,5475,1.791759469228055,Senior (>7a),mix,Siamese Mix,Bicolor
Dog,Cream,Spayed Female,Stray,Injured,12,3650,2.5649493574615367,Senior (>7a),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Tortie,Intact Female,Abandoned,Normal,55,30,4.02535169073515,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,White,Intact Male,Stray,Normal,4,730,1.6094379124341005,Adulto joven (1-3a),purebred,German Shepherd,Bicolor
Dog,White/Black,Intact Female,Stray,Normal,180,2920,5.198497031265826,Senior (>7a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,White/Black,Intact Female,Stray,Normal,8,2920,2.19722457733622,Senior (>7a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Fawn/Blue,Intact Female,Stray,Normal,5,150,1.791759469228055,Cachorro (<6m),mix,Pit Bull Mix,Monocolor
Dog,Black Brindle/White,Spayed Female,Owner Surrender,Normal,33,730,3.5263605246161616,Adulto joven (1-3a),mix,Other,Bicolor
Dog,Tan/White,Intact Female,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),mix,Labrador Retriever Mix,Monocolor
Dog,Black/Tan,Neutered Male,Owner Surrender,Normal,1,365,0.6931471805599453,Joven (6m-1a),mix,Chihuahua Shorthair Mix,Bicolor
Dog,Black,Intact Male,Stray,Normal,7,730,2.079441541679836,Adulto joven (1-3a),mix,Dachshund Mix,Bicolor
Dog,Cream,Intact Male,Owner Surrender,Normal,52,21,3.970291913552122,Cachorro (<6m),mix,Chihuahua Shorthair Mix,Monocolor
Cat,Brown Tabby,Spayed Female,Owner Surrender,Normal,39,365,3.688879454113936,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Dog,Black/White,Intact Male,Stray,Normal,4,30,1.6094379124341005,Cachorro (<6m),mix,Other,Bicolor
Dog,Chocolate,Intact Male,Stray,Normal,28,2190,3.367295829986474,Adulto (3-7a),mix,Labrador Retriever Mix,Monocolor
Dog,Tricolor,Neutered Male,Owner Surrender,Normal,2,365,1.0986122886681098,Joven (6m-1a),mix,Other,Bicolor
Dog,Tan/White,Intact Male,Stray,Normal,6,150,1.9459101490553128,Cachorro (<6m),purebred,Other,Bicolor
Dog,Brown/Black,Intact Female,Owner Surrender,Injured,46,365,3.8501476017100575,Joven (6m-1a),mix,German Shepherd Mix,Bicolor
Cat,White/Brown Tabby,Intact Female,Owner Surrender,Normal,3,365,1.3862943611198906,Joven (6m-1a),purebred,Domestic Shorthair Mix,Bicolor
Cat,Black/White,Intact Female,Stray,Normal,9,120,2.302585092994046,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Black/Tan,Intact Male,Owner Surrender,Normal,16,3650,2.833213344056216,Senior (>7a),mix,German Shepherd Mix,Bicolor
Dog,Black/Tan,Intact Male,Owner Surrender,Normal,51,3650,3.951243718581428,Senior (>7a),mix,German Shepherd Mix,Bicolor
Dog,Black/Tan,Intact Male,Owner Surrender,Normal,241,3650,5.488937726156687,Senior (>7a),mix,German Shepherd Mix,Monocolor
Dog,Black/Tan,Intact Male,Owner Surrender,Normal,32,3650,3.49650756146648,Senior (>7a),mix,German Shepherd Mix,Bicolor
Dog,Chocolate/White,Intact Female,Stray,Normal,7,180,2.079441541679836,Cachorro (<6m),mix,Other,Bicolor
Dog,Black/Brown,Intact Female,Stray,Normal,4,120,1.6094379124341005,Cachorro (<6m),mix,Other,Monocolor
Dog,White/Tricolor,Intact Male,Stray,Normal,6,730,1.9459101490553128,Adulto joven (1-3a),purebred,Other,Monocolor
Dog,Tan/White,Intact Male,Stray,Normal,59,30,4.0943445622221,Cachorro (<6m),mix,Beagle Mix,Monocolor
Cat,Black,Intact Female,Stray,Normal,29,28,3.4011973816621555,Cachorro (<6m),purebred,Domestic Shorthair,Bicolor
Cat,Torbie,Intact Female,Stray,Normal,91,28,4.5217885770490405,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Torbie,Intact Female,Stray,Normal,76,35,4.343805421853684,Cachorro (<6m),purebred,Domestic Shorthair Mix,Bicolor
Dog,Red/White,Intact Male,Stray,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Other,Monocolor
Dog,Tan,Spayed Female,Owner Surrender,Normal,1,365,0.6931471805599453,Joven (6m-1a),purebred,Other,Monocolor
Dog,White/Brown,Spayed Female,Owner Surrender,Normal,321,365,5.7745515455444085,Joven (6m-1a),mix,Pit Bull Mix,Monocolor
Dog,White/Brown,Spayed Female,Owner Surrender,Normal,7,365,2.079441541679836,Joven (6m-1a),mix,Pit Bull Mix,Bicolor
Cat,Brown Tabby/White,Intact Female,Stray,Normal,103,120,4.6443908991413725,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Cat,Brown Tabby/White,Intact Female,Stray,Normal,37,120,3.6375861597263857,Cachorro (<6m),purebred,Domestic Shorthair Mix,Monocolor
Dog,Tan/Black,Intact Male,Stray,Normal,11,365,2.4849066497880004,Joven (6m-1a),mix,German Shepherd Mix,Monocolor
Dog,White/Gray,Intact Female,Owner Surrender,Normal,3,150,1.3862943611198906,Cachorro (<6m),mix,Pit Bull Mix,Monocolor
Dog,Black/White,Spayed Female,Owner Surrender,Normal,7,2555,2.079441541679836,Adulto (3-7a),mix,Chihuahua Shorthair Mix,Monocolor
Dog,Blue Tick,Spayed Female,Owner Surrender,Normal,17,730,2.8903717578961645,Adulto joven (1-3a),mix,Catahoula Mix,Tricolor
Dog,Black/White,Neutered Male,Owner Surrender,Normal,34,1825,3.555348061489413,Adulto (3-7a),mix,Other,Bicolor
